Amount,n1000,n500,n100,n50,n20,n10
315220,315,0,1,1,3,1
315230,315,0,2,0,1,1
315240,315,0,1,1,4,1
315250,315,0,2,0,2,1
315260,315,0,2,1,0,1
315270,315,0,2,0,3,1
315280,315,0,2,1,1,1
315290,315,0,2,0,4,1
315300,315,0,2,1,2,1
315310,315,0,3,0,0,1
315320,315,0,2,1,3,1
315330,315,0,3,0,1,1
315340,315,0,2,1,4,1
315350,315,0,3,0,2,1
315360,315,0,3,1,0,1
315370,315,0,3,0,3,1
315380,315,0,3,1,1,1
315390,315,0,3,0,4,1
315400,315,0,3,1,2,1
315410,315,0,4,0,0,1
315420,315,0,3,1,3,1
315430,315,0,4,0,1,1
315440,315,0,3,1,4,1
315450,315,0,4,0,2,1
315460,315,0,4,1,0,1
315470,315,0,4,0,3,1
315480,315,0,4,1,1,1
315490,315,0,4,0,4,1
315500,315,0,4,1,2,1
315510,315,1,0,0,0,1
315520,315,0,4,1,3,1
315530,315,1,0,0,1,1
315540,315,0,4,1,4,1
315550,315,1,0,0,2,1
315560,315,1,0,1,0,1
315570,315,1,0,0,3,1
315580,315,1,0,1,1,1
315590,315,1,0,0,4,1
315600,315,1,0,1,2,1
315610,315,1,1,0,0,1
315620,315,1,0,1,3,1
315630,315,1,1,0,1,1
315640,315,1,0,1,4,1
315650,315,1,1,0,2,1
315660,315,1,1,1,0,1
315670,315,1,1,0,3,1
315680,315,1,1,1,1,1
315690,315,1,1,0,4,1
315700,315,1,1,1,2,1
315710,315,1,2,0,0,1
315720,315,1,1,1,3,1
315730,315,1,2,0,1,1
315740,315,1,1,1,4,1
315750,315,1,2,0,2,1
315760,315,1,2,1,0,1
315770,315,1,2,0,3,1
315780,315,1,2,1,1,1
315790,315,1,2,0,4,1
315800,315,1,2,1,2,1
315810,315,1,3,0,0,1
315820,315,1,2,1,3,1
315830,315,1,3,0,1,1
315840,315,1,2,1,4,1
315850,315,1,3,0,2,1
315860,315,1,3,1,0,1
315870,315,1,3,0,3,1
315880,315,1,3,1,1,1
315890,315,1,3,0,4,1
315900,315,1,3,1,2,1
315910,315,1,4,0,0,1
315920,315,1,3,1,3,1
315930,315,1,4,0,1,1
315940,315,1,3,1,4,1
315950,315,1,4,0,2,1
315960,315,1,4,1,0,1
315970,315,1,4,0,3,1
315980,315,1,4,1,1,1
315990,315,1,4,0,4,1
316000,315,1,4,1,2,1
316010,316,0,0,0,0,1
316020,315,1,4,1,3,1
316030,316,0,0,0,1,1
316040,315,1,4,1,4,1
316050,316,0,0,0,2,1
316060,316,0,0,1,0,1
316070,316,0,0,0,3,1
316080,316,0,0,1,1,1
316090,316,0,0,0,4,1
316100,316,0,0,1,2,1
316110,316,0,1,0,0,1
316120,316,0,0,1,3,1
316130,316,0,1,0,1,1
316140,316,0,0,1,4,1
316150,316,0,1,0,2,1
316160,316,0,1,1,0,1
316170,316,0,1,0,3,1
316180,316,0,1,1,1,1
316190,316,0,1,0,4,1
316200,316,0,1,1,2,1
316210,316,0,2,0,0,1
316220,316,0,1,1,3,1
316230,316,0,2,0,1,1
316240,316,0,1,1,4,1
316250,316,0,2,0,2,1
316260,316,0,2,1,0,1
316270,316,0,2,0,3,1
316280,316,0,2,1,1,1
316290,316,0,2,0,4,1
316300,316,0,2,1,2,1
316310,316,0,3,0,0,1
316320,316,0,2,1,3,1
316330,316,0,3,0,1,1
316340,316,0,2,1,4,1
316350,316,0,3,0,2,1
316360,316,0,3,1,0,1
316370,316,0,3,0,3,1
316380,316,0,3,1,1,1
316390,316,0,3,0,4,1
316400,316,0,3,1,2,1
316410,316,0,4,0,0,1
316420,316,0,3,1,3,1
316430,316,0,4,0,1,1
316440,316,0,3,1,4,1
316450,316,0,4,0,2,1
316460,316,0,4,1,0,1
316470,316,0,4,0,3,1
316480,316,0,4,1,1,1
316490,316,0,4,0,4,1
316500,316,0,4,1,2,1
316510,316,1,0,0,0,1
316520,316,0,4,1,3,1
316530,316,1,0,0,1,1
316540,316,0,4,1,4,1
316550,316,1,0,0,2,1
316560,316,1,0,1,0,1
316570,316,1,0,0,3,1
316580,316,1,0,1,1,1
316590,316,1,0,0,4,1
316600,316,1,0,1,2,1
316610,316,1,1,0,0,1
316620,316,1,0,1,3,1
316630,316,1,1,0,1,1
316640,316,1,0,1,4,1
316650,316,1,1,0,2,1
316660,316,1,1,1,0,1
316670,316,1,1,0,3,1
316680,316,1,1,1,1,1
316690,316,1,1,0,4,1
316700,316,1,1,1,2,1
316710,316,1,2,0,0,1
316720,316,1,1,1,3,1
316730,316,1,2,0,1,1
316740,316,1,1,1,4,1
316750,316,1,2,0,2,1
316760,316,1,2,1,0,1
316770,316,1,2,0,3,1
316780,316,1,2,1,1,1
316790,316,1,2,0,4,1
316800,316,1,2,1,2,1
316810,316,1,3,0,0,1
316820,316,1,2,1,3,1
316830,316,1,3,0,1,1
316840,316,1,2,1,4,1
316850,316,1,3,0,2,1
316860,316,1,3,1,0,1
316870,316,1,3,0,3,1
316880,316,1,3,1,1,1
316890,316,1,3,0,4,1
316900,316,1,3,1,2,1
316910,316,1,4,0,0,1
316920,316,1,3,1,3,1
316930,316,1,4,0,1,1
316940,316,1,3,1,4,1
316950,316,1,4,0,2,1
316960,316,1,4,1,0,1
316970,316,1,4,0,3,1
316980,316,1,4,1,1,1
316990,316,1,4,0,4,1
317000,316,1,4,1,2,1
317010,317,0,0,0,0,1
317020,316,1,4,1,3,1
317030,317,0,0,0,1,1
317040,316,1,4,1,4,1
317050,317,0,0,0,2,1
317060,317,0,0,1,0,1
317070,317,0,0,0,3,1
317080,317,0,0,1,1,1
317090,317,0,0,0,4,1
317100,317,0,0,1,2,1
317110,317,0,1,0,0,1
317120,317,0,0,1,3,1
317130,317,0,1,0,1,1
317140,317,0,0,1,4,1
317150,317,0,1,0,2,1
317160,317,0,1,1,0,1
317170,317,0,1,0,3,1
317180,317,0,1,1,1,1
317190,317,0,1,0,4,1
317200,317,0,1,1,2,1
317210,317,0,2,0,0,1
317220,317,0,1,1,3,1
317230,317,0,2,0,1,1
317240,317,0,1,1,4,1
317250,317,0,2,0,2,1
317260,317,0,2,1,0,1
317270,317,0,2,0,3,1
317280,317,0,2,1,1,1
317290,317,0,2,0,4,1
317300,317,0,2,1,2,1
317310,317,0,3,0,0,1
317320,317,0,2,1,3,1
317330,317,0,3,0,1,1
317340,317,0,2,1,4,1
317350,317,0,3,0,2,1
317360,317,0,3,1,0,1
317370,317,0,3,0,3,1
317380,317,0,3,1,1,1
317390,317,0,3,0,4,1
317400,317,0,3,1,2,1
317410,317,0,4,0,0,1
317420,317,0,3,1,3,1
317430,317,0,4,0,1,1
317440,317,0,3,1,4,1
317450,317,0,4,0,2,1
317460,317,0,4,1,0,1
317470,317,0,4,0,3,1
317480,317,0,4,1,1,1
317490,317,0,4,0,4,1
317500,317,0,4,1,2,1
317510,317,1,0,0,0,1
317520,317,0,4,1,3,1
317530,317,1,0,0,1,1
317540,317,0,4,1,4,1
317550,317,1,0,0,2,1
317560,317,1,0,1,0,1
317570,317,1,0,0,3,1
317580,317,1,0,1,1,1
317590,317,1,0,0,4,1
317600,317,1,0,1,2,1
317610,317,1,1,0,0,1
317620,317,1,0,1,3,1
317630,317,1,1,0,1,1
317640,317,1,0,1,4,1
317650,317,1,1,0,2,1
317660,317,1,1,1,0,1
317670,317,1,1,0,3,1
317680,317,1,1,1,1,1
317690,317,1,1,0,4,1
317700,317,1,1,1,2,1
317710,317,1,2,0,0,1
317720,317,1,1,1,3,1
317730,317,1,2,0,1,1
317740,317,1,1,1,4,1
317750,317,1,2,0,2,1
317760,317,1,2,1,0,1
317770,317,1,2,0,3,1
317780,317,1,2,1,1,1
317790,317,1,2,0,4,1
317800,317,1,2,1,2,1
317810,317,1,3,0,0,1
317820,317,1,2,1,3,1
317830,317,1,3,0,1,1
317840,317,1,2,1,4,1
317850,317,1,3,0,2,1
317860,317,1,3,1,0,1
317870,317,1,3,0,3,1
317880,317,1,3,1,1,1
317890,317,1,3,0,4,1
317900,317,1,3,1,2,1
317910,317,1,4,0,0,1
317920,317,1,3,1,3,1
317930,317,1,4,0,1,1
317940,317,1,3,1,4,1
317950,317,1,4,0,2,1
317960,317,1,4,1,0,1
317970,317,1,4,0,3,1
317980,317,1,4,1,1,1
317990,317,1,4,0,4,1
318000,317,1,4,1,2,1
318010,318,0,0,0,0,1
318020,317,1,4,1,3,1
318030,318,0,0,0,1,1
318040,317,1,4,1,4,1
318050,318,0,0,0,2,1
318060,318,0,0,1,0,1
318070,318,0,0,0,3,1
318080,318,0,0,1,1,1
318090,318,0,0,0,4,1
318100,318,0,0,1,2,1
318110,318,0,1,0,0,1
318120,318,0,0,1,3,1
318130,318,0,1,0,1,1
318140,318,0,0,1,4,1
318150,318,0,1,0,2,1
318160,318,0,1,1,0,1
318170,318,0,1,0,3,1
318180,318,0,1,1,1,1
318190,318,0,1,0,4,1
318200,318,0,1,1,2,1
318210,318,0,2,0,0,1
318220,318,0,1,1,3,1
318230,318,0,2,0,1,1
318240,318,0,1,1,4,1
318250,318,0,2,0,2,1
318260,318,0,2,1,0,1
318270,318,0,2,0,3,1
318280,318,0,2,1,1,1
318290,318,0,2,0,4,1
318300,318,0,2,1,2,1
318310,318,0,3,0,0,1
318320,318,0,2,1,3,1
318330,318,0,3,0,1,1
318340,318,0,2,1,4,1
318350,318,0,3,0,2,1
318360,318,0,3,1,0,1
318370,318,0,3,0,3,1
318380,318,0,3,1,1,1
318390,318,0,3,0,4,1
318400,318,0,3,1,2,1
318410,318,0,4,0,0,1
318420,318,0,3,1,3,1
318430,318,0,4,0,1,1
318440,318,0,3,1,4,1
318450,318,0,4,0,2,1
318460,318,0,4,1,0,1
318470,318,0,4,0,3,1
318480,318,0,4,1,1,1
318490,318,0,4,0,4,1
318500,318,0,4,1,2,1
318510,318,1,0,0,0,1
318520,318,0,4,1,3,1
318530,318,1,0,0,1,1
318540,318,0,4,1,4,1
318550,318,1,0,0,2,1
318560,318,1,0,1,0,1
318570,318,1,0,0,3,1
318580,318,1,0,1,1,1
318590,318,1,0,0,4,1
318600,318,1,0,1,2,1
318610,318,1,1,0,0,1
318620,318,1,0,1,3,1
318630,318,1,1,0,1,1
318640,318,1,0,1,4,1
318650,318,1,1,0,2,1
318660,318,1,1,1,0,1
318670,318,1,1,0,3,1
318680,318,1,1,1,1,1
318690,318,1,1,0,4,1
318700,318,1,1,1,2,1
318710,318,1,2,0,0,1
318720,318,1,1,1,3,1
318730,318,1,2,0,1,1
318740,318,1,1,1,4,1
318750,318,1,2,0,2,1
318760,318,1,2,1,0,1
318770,318,1,2,0,3,1
318780,318,1,2,1,1,1
318790,318,1,2,0,4,1
318800,318,1,2,1,2,1
318810,318,1,3,0,0,1
318820,318,1,2,1,3,1
318830,318,1,3,0,1,1
318840,318,1,2,1,4,1
318850,318,1,3,0,2,1
318860,318,1,3,1,0,1
318870,318,1,3,0,3,1
318880,318,1,3,1,1,1
318890,318,1,3,0,4,1
318900,318,1,3,1,2,1
318910,318,1,4,0,0,1
318920,318,1,3,1,3,1
318930,318,1,4,0,1,1
318940,318,1,3,1,4,1
318950,318,1,4,0,2,1
318960,318,1,4,1,0,1
318970,318,1,4,0,3,1
318980,318,1,4,1,1,1
318990,318,1,4,0,4,1
319000,318,1,4,1,2,1
319010,319,0,0,0,0,1
319020,318,1,4,1,3,1
319030,319,0,0,0,1,1
319040,318,1,4,1,4,1
319050,319,0,0,0,2,1
319060,319,0,0,1,0,1
319070,319,0,0,0,3,1
319080,319,0,0,1,1,1
319090,319,0,0,0,4,1
319100,319,0,0,1,2,1
319110,319,0,1,0,0,1
319120,319,0,0,1,3,1
319130,319,0,1,0,1,1
319140,319,0,0,1,4,1
319150,319,0,1,0,2,1
319160,319,0,1,1,0,1
319170,319,0,1,0,3,1
319180,319,0,1,1,1,1
319190,319,0,1,0,4,1
319200,319,0,1,1,2,1
319210,319,0,2,0,0,1
319220,319,0,1,1,3,1
319230,319,0,2,0,1,1
319240,319,0,1,1,4,1
319250,319,0,2,0,2,1
319260,319,0,2,1,0,1
319270,319,0,2,0,3,1
319280,319,0,2,1,1,1
319290,319,0,2,0,4,1
319300,319,0,2,1,2,1
319310,319,0,3,0,0,1
319320,319,0,2,1,3,1
319330,319,0,3,0,1,1
319340,319,0,2,1,4,1
319350,319,0,3,0,2,1
319360,319,0,3,1,0,1
319370,319,0,3,0,3,1
319380,319,0,3,1,1,1
319390,319,0,3,0,4,1
319400,319,0,3,1,2,1
319410,319,0,4,0,0,1
319420,319,0,3,1,3,1
319430,319,0,4,0,1,1
319440,319,0,3,1,4,1
319450,319,0,4,0,2,1
319460,319,0,4,1,0,1
319470,319,0,4,0,3,1
319480,319,0,4,1,1,1
319490,319,0,4,0,4,1
319500,319,0,4,1,2,1
319510,319,1,0,0,0,1
319520,319,0,4,1,3,1
319530,319,1,0,0,1,1
319540,319,0,4,1,4,1
319550,319,1,0,0,2,1
319560,319,1,0,1,0,1
319570,319,1,0,0,3,1
319580,319,1,0,1,1,1
319590,319,1,0,0,4,1
319600,319,1,0,1,2,1
319610,319,1,1,0,0,1
319620,319,1,0,1,3,1
319630,319,1,1,0,1,1
319640,319,1,0,1,4,1
319650,319,1,1,0,2,1
319660,319,1,1,1,0,1
319670,319,1,1,0,3,1
319680,319,1,1,1,1,1
319690,319,1,1,0,4,1
319700,319,1,1,1,2,1
319710,319,1,2,0,0,1
319720,319,1,1,1,3,1
319730,319,1,2,0,1,1
319740,319,1,1,1,4,1
319750,319,1,2,0,2,1
319760,319,1,2,1,0,1
319770,319,1,2,0,3,1
319780,319,1,2,1,1,1
319790,319,1,2,0,4,1
319800,319,1,2,1,2,1
319810,319,1,3,0,0,1
319820,319,1,2,1,3,1
319830,319,1,3,0,1,1
319840,319,1,2,1,4,1
319850,319,1,3,0,2,1
319860,319,1,3,1,0,1
319870,319,1,3,0,3,1
319880,319,1,3,1,1,1
319890,319,1,3,0,4,1
319900,319,1,3,1,2,1
319910,319,1,4,0,0,1
319920,319,1,3,1,3,1
319930,319,1,4,0,1,1
319940,319,1,3,1,4,1
319950,319,1,4,0,2,1
319960,319,1,4,1,0,1
319970,319,1,4,0,3,1
319980,319,1,4,1,1,1
319990,319,1,4,0,4,1
320000,319,1,4,1,2,1
320010,320,0,0,0,0,1
320020,319,1,4,1,3,1
320030,320,0,0,0,1,1
320040,319,1,4,1,4,1
320050,320,0,0,0,2,1
320060,320,0,0,1,0,1
320070,320,0,0,0,3,1
320080,320,0,0,1,1,1
320090,320,0,0,0,4,1
320100,320,0,0,1,2,1
320110,320,0,1,0,0,1
320120,320,0,0,1,3,1
320130,320,0,1,0,1,1
320140,320,0,0,1,4,1
320150,320,0,1,0,2,1
320160,320,0,1,1,0,1
320170,320,0,1,0,3,1
320180,320,0,1,1,1,1
320190,320,0,1,0,4,1
320200,320,0,1,1,2,1
320210,320,0,2,0,0,1
320220,320,0,1,1,3,1
320230,320,0,2,0,1,1
320240,320,0,1,1,4,1
320250,320,0,2,0,2,1
320260,320,0,2,1,0,1
320270,320,0,2,0,3,1
320280,320,0,2,1,1,1
320290,320,0,2,0,4,1
320300,320,0,2,1,2,1
320310,320,0,3,0,0,1
320320,320,0,2,1,3,1
320330,320,0,3,0,1,1
320340,320,0,2,1,4,1
320350,320,0,3,0,2,1
320360,320,0,3,1,0,1
320370,320,0,3,0,3,1
320380,320,0,3,1,1,1
320390,320,0,3,0,4,1
320400,320,0,3,1,2,1
320410,320,0,4,0,0,1
320420,320,0,3,1,3,1
320430,320,0,4,0,1,1
320440,320,0,3,1,4,1
320450,320,0,4,0,2,1
320460,320,0,4,1,0,1
320470,320,0,4,0,3,1
320480,320,0,4,1,1,1
320490,320,0,4,0,4,1
320500,320,0,4,1,2,1
320510,320,1,0,0,0,1
320520,320,0,4,1,3,1
320530,320,1,0,0,1,1
320540,320,0,4,1,4,1
320550,320,1,0,0,2,1
320560,320,1,0,1,0,1
320570,320,1,0,0,3,1
320580,320,1,0,1,1,1
320590,320,1,0,0,4,1
320600,320,1,0,1,2,1
320610,320,1,1,0,0,1
320620,320,1,0,1,3,1
320630,320,1,1,0,1,1
320640,320,1,0,1,4,1
320650,320,1,1,0,2,1
320660,320,1,1,1,0,1
320670,320,1,1,0,3,1
320680,320,1,1,1,1,1
320690,320,1,1,0,4,1
320700,320,1,1,1,2,1
320710,320,1,2,0,0,1
320720,320,1,1,1,3,1
320730,320,1,2,0,1,1
320740,320,1,1,1,4,1
320750,320,1,2,0,2,1
320760,320,1,2,1,0,1
320770,320,1,2,0,3,1
320780,320,1,2,1,1,1
320790,320,1,2,0,4,1
320800,320,1,2,1,2,1
320810,320,1,3,0,0,1
320820,320,1,2,1,3,1
320830,320,1,3,0,1,1
320840,320,1,2,1,4,1
320850,320,1,3,0,2,1
320860,320,1,3,1,0,1
320870,320,1,3,0,3,1
320880,320,1,3,1,1,1
320890,320,1,3,0,4,1
320900,320,1,3,1,2,1
320910,320,1,4,0,0,1
320920,320,1,3,1,3,1
320930,320,1,4,0,1,1
320940,320,1,3,1,4,1
320950,320,1,4,0,2,1
320960,320,1,4,1,0,1
320970,320,1,4,0,3,1
320980,320,1,4,1,1,1
320990,320,1,4,0,4,1
321000,320,1,4,1,2,1
321010,321,0,0,0,0,1
321020,320,1,4,1,3,1
321030,321,0,0,0,1,1
321040,320,1,4,1,4,1
321050,321,0,0,0,2,1
321060,321,0,0,1,0,1
321070,321,0,0,0,3,1
321080,321,0,0,1,1,1
321090,321,0,0,0,4,1
321100,321,0,0,1,2,1
321110,321,0,1,0,0,1
321120,321,0,0,1,3,1
321130,321,0,1,0,1,1
321140,321,0,0,1,4,1
321150,321,0,1,0,2,1
321160,321,0,1,1,0,1
321170,321,0,1,0,3,1
321180,321,0,1,1,1,1
321190,321,0,1,0,4,1
321200,321,0,1,1,2,1
321210,321,0,2,0,0,1
321220,321,0,1,1,3,1
321230,321,0,2,0,1,1
321240,321,0,1,1,4,1
321250,321,0,2,0,2,1
321260,321,0,2,1,0,1
321270,321,0,2,0,3,1
321280,321,0,2,1,1,1
321290,321,0,2,0,4,1
321300,321,0,2,1,2,1
321310,321,0,3,0,0,1
321320,321,0,2,1,3,1
321330,321,0,3,0,1,1
321340,321,0,2,1,4,1
321350,321,0,3,0,2,1
321360,321,0,3,1,0,1
321370,321,0,3,0,3,1
321380,321,0,3,1,1,1
321390,321,0,3,0,4,1
321400,321,0,3,1,2,1
321410,321,0,4,0,0,1
321420,321,0,3,1,3,1
321430,321,0,4,0,1,1
321440,321,0,3,1,4,1
321450,321,0,4,0,2,1
321460,321,0,4,1,0,1
321470,321,0,4,0,3,1
321480,321,0,4,1,1,1
321490,321,0,4,0,4,1
321500,321,0,4,1,2,1
321510,321,1,0,0,0,1
321520,321,0,4,1,3,1
321530,321,1,0,0,1,1
321540,321,0,4,1,4,1
321550,321,1,0,0,2,1
321560,321,1,0,1,0,1
321570,321,1,0,0,3,1
321580,321,1,0,1,1,1
321590,321,1,0,0,4,1
321600,321,1,0,1,2,1
321610,321,1,1,0,0,1
321620,321,1,0,1,3,1
321630,321,1,1,0,1,1
321640,321,1,0,1,4,1
321650,321,1,1,0,2,1
321660,321,1,1,1,0,1
321670,321,1,1,0,3,1
321680,321,1,1,1,1,1
321690,321,1,1,0,4,1
321700,321,1,1,1,2,1
321710,321,1,2,0,0,1
321720,321,1,1,1,3,1
321730,321,1,2,0,1,1
321740,321,1,1,1,4,1
321750,321,1,2,0,2,1
321760,321,1,2,1,0,1
321770,321,1,2,0,3,1
321780,321,1,2,1,1,1
321790,321,1,2,0,4,1
321800,321,1,2,1,2,1
321810,321,1,3,0,0,1
321820,321,1,2,1,3,1
321830,321,1,3,0,1,1
321840,321,1,2,1,4,1
321850,321,1,3,0,2,1
321860,321,1,3,1,0,1
321870,321,1,3,0,3,1
321880,321,1,3,1,1,1
321890,321,1,3,0,4,1
321900,321,1,3,1,2,1
321910,321,1,4,0,0,1
321920,321,1,3,1,3,1
321930,321,1,4,0,1,1
321940,321,1,3,1,4,1
321950,321,1,4,0,2,1
321960,321,1,4,1,0,1
321970,321,1,4,0,3,1
321980,321,1,4,1,1,1
321990,321,1,4,0,4,1
322000,321,1,4,1,2,1
322010,322,0,0,0,0,1
322020,321,1,4,1,3,1
322030,322,0,0,0,1,1
322040,321,1,4,1,4,1
322050,322,0,0,0,2,1
322060,322,0,0,1,0,1
322070,322,0,0,0,3,1
322080,322,0,0,1,1,1
322090,322,0,0,0,4,1
322100,322,0,0,1,2,1
322110,322,0,1,0,0,1
322120,322,0,0,1,3,1
322130,322,0,1,0,1,1
322140,322,0,0,1,4,1
322150,322,0,1,0,2,1
322160,322,0,1,1,0,1
322170,322,0,1,0,3,1
322180,322,0,1,1,1,1
322190,322,0,1,0,4,1
322200,322,0,1,1,2,1
322210,322,0,2,0,0,1
322220,322,0,1,1,3,1
322230,322,0,2,0,1,1
322240,322,0,1,1,4,1
322250,322,0,2,0,2,1
322260,322,0,2,1,0,1
322270,322,0,2,0,3,1
322280,322,0,2,1,1,1
322290,322,0,2,0,4,1
322300,322,0,2,1,2,1
322310,322,0,3,0,0,1
322320,322,0,2,1,3,1
322330,322,0,3,0,1,1
322340,322,0,2,1,4,1
322350,322,0,3,0,2,1
322360,322,0,3,1,0,1
322370,322,0,3,0,3,1
322380,322,0,3,1,1,1
322390,322,0,3,0,4,1
322400,322,0,3,1,2,1
322410,322,0,4,0,0,1
322420,322,0,3,1,3,1
322430,322,0,4,0,1,1
322440,322,0,3,1,4,1
322450,322,0,4,0,2,1
322460,322,0,4,1,0,1
322470,322,0,4,0,3,1
322480,322,0,4,1,1,1
322490,322,0,4,0,4,1
322500,322,0,4,1,2,1
322510,322,1,0,0,0,1
322520,322,0,4,1,3,1
322530,322,1,0,0,1,1
322540,322,0,4,1,4,1
322550,322,1,0,0,2,1
322560,322,1,0,1,0,1
322570,322,1,0,0,3,1
322580,322,1,0,1,1,1
322590,322,1,0,0,4,1
322600,322,1,0,1,2,1
322610,322,1,1,0,0,1
322620,322,1,0,1,3,1
322630,322,1,1,0,1,1
322640,322,1,0,1,4,1
322650,322,1,1,0,2,1
322660,322,1,1,1,0,1
322670,322,1,1,0,3,1
322680,322,1,1,1,1,1
322690,322,1,1,0,4,1
322700,322,1,1,1,2,1
322710,322,1,2,0,0,1
322720,322,1,1,1,3,1
322730,322,1,2,0,1,1
322740,322,1,1,1,4,1
322750,322,1,2,0,2,1
322760,322,1,2,1,0,1
322770,322,1,2,0,3,1
322780,322,1,2,1,1,1
322790,322,1,2,0,4,1
322800,322,1,2,1,2,1
322810,322,1,3,0,0,1
322820,322,1,2,1,3,1
322830,322,1,3,0,1,1
322840,322,1,2,1,4,1
322850,322,1,3,0,2,1
322860,322,1,3,1,0,1
322870,322,1,3,0,3,1
322880,322,1,3,1,1,1
322890,322,1,3,0,4,1
322900,322,1,3,1,2,1
322910,322,1,4,0,0,1
322920,322,1,3,1,3,1
322930,322,1,4,0,1,1
322940,322,1,3,1,4,1
322950,322,1,4,0,2,1
322960,322,1,4,1,0,1
322970,322,1,4,0,3,1
322980,322,1,4,1,1,1
322990,322,1,4,0,4,1
323000,322,1,4,1,2,1
323010,323,0,0,0,0,1
323020,322,1,4,1,3,1
323030,323,0,0,0,1,1
323040,322,1,4,1,4,1
323050,323,0,0,0,2,1
323060,323,0,0,1,0,1
323070,323,0,0,0,3,1
323080,323,0,0,1,1,1
323090,323,0,0,0,4,1
323100,323,0,0,1,2,1
323110,323,0,1,0,0,1
323120,323,0,0,1,3,1
323130,323,0,1,0,1,1
323140,323,0,0,1,4,1
323150,323,0,1,0,2,1
323160,323,0,1,1,0,1
323170,323,0,1,0,3,1
323180,323,0,1,1,1,1
323190,323,0,1,0,4,1
323200,323,0,1,1,2,1
323210,323,0,2,0,0,1
323220,323,0,1,1,3,1
323230,323,0,2,0,1,1
323240,323,0,1,1,4,1
323250,323,0,2,0,2,1
323260,323,0,2,1,0,1
323270,323,0,2,0,3,1
323280,323,0,2,1,1,1
323290,323,0,2,0,4,1
323300,323,0,2,1,2,1
323310,323,0,3,0,0,1
323320,323,0,2,1,3,1
323330,323,0,3,0,1,1
323340,323,0,2,1,4,1
323350,323,0,3,0,2,1
323360,323,0,3,1,0,1
323370,323,0,3,0,3,1
323380,323,0,3,1,1,1
323390,323,0,3,0,4,1
323400,323,0,3,1,2,1
323410,323,0,4,0,0,1
323420,323,0,3,1,3,1
323430,323,0,4,0,1,1
323440,323,0,3,1,4,1
323450,323,0,4,0,2,1
323460,323,0,4,1,0,1
323470,323,0,4,0,3,1
323480,323,0,4,1,1,1
323490,323,0,4,0,4,1
323500,323,0,4,1,2,1
323510,323,1,0,0,0,1
323520,323,0,4,1,3,1
323530,323,1,0,0,1,1
323540,323,0,4,1,4,1
323550,323,1,0,0,2,1
323560,323,1,0,1,0,1
323570,323,1,0,0,3,1
323580,323,1,0,1,1,1
323590,323,1,0,0,4,1
323600,323,1,0,1,2,1
323610,323,1,1,0,0,1
323620,323,1,0,1,3,1
323630,323,1,1,0,1,1
323640,323,1,0,1,4,1
323650,323,1,1,0,2,1
323660,323,1,1,1,0,1
323670,323,1,1,0,3,1
323680,323,1,1,1,1,1
323690,323,1,1,0,4,1
323700,323,1,1,1,2,1
323710,323,1,2,0,0,1
323720,323,1,1,1,3,1
323730,323,1,2,0,1,1
323740,323,1,1,1,4,1
323750,323,1,2,0,2,1
323760,323,1,2,1,0,1
323770,323,1,2,0,3,1
323780,323,1,2,1,1,1
323790,323,1,2,0,4,1
323800,323,1,2,1,2,1
323810,323,1,3,0,0,1
323820,323,1,2,1,3,1
323830,323,1,3,0,1,1
323840,323,1,2,1,4,1
323850,323,1,3,0,2,1
323860,323,1,3,1,0,1
323870,323,1,3,0,3,1
323880,323,1,3,1,1,1
323890,323,1,3,0,4,1
323900,323,1,3,1,2,1
323910,323,1,4,0,0,1
323920,323,1,3,1,3,1
323930,323,1,4,0,1,1
323940,323,1,3,1,4,1
323950,323,1,4,0,2,1
323960,323,1,4,1,0,1
323970,323,1,4,0,3,1
323980,323,1,4,1,1,1
323990,323,1,4,0,4,1
324000,323,1,4,1,2,1
324010,324,0,0,0,0,1
324020,323,1,4,1,3,1
324030,324,0,0,0,1,1
324040,323,1,4,1,4,1
324050,324,0,0,0,2,1
324060,324,0,0,1,0,1
324070,324,0,0,0,3,1
324080,324,0,0,1,1,1
324090,324,0,0,0,4,1
324100,324,0,0,1,2,1
324110,324,0,1,0,0,1
324120,324,0,0,1,3,1
324130,324,0,1,0,1,1
324140,324,0,0,1,4,1
324150,324,0,1,0,2,1
324160,324,0,1,1,0,1
324170,324,0,1,0,3,1
324180,324,0,1,1,1,1
324190,324,0,1,0,4,1
324200,324,0,1,1,2,1
324210,324,0,2,0,0,1
324220,324,0,1,1,3,1
324230,324,0,2,0,1,1
324240,324,0,1,1,4,1
324250,324,0,2,0,2,1
324260,324,0,2,1,0,1
324270,324,0,2,0,3,1
324280,324,0,2,1,1,1
324290,324,0,2,0,4,1
324300,324,0,2,1,2,1
324310,324,0,3,0,0,1
324320,324,0,2,1,3,1
324330,324,0,3,0,1,1
324340,324,0,2,1,4,1
324350,324,0,3,0,2,1
324360,324,0,3,1,0,1
324370,324,0,3,0,3,1
324380,324,0,3,1,1,1
324390,324,0,3,0,4,1
324400,324,0,3,1,2,1
324410,324,0,4,0,0,1
324420,324,0,3,1,3,1
324430,324,0,4,0,1,1
324440,324,0,3,1,4,1
324450,324,0,4,0,2,1
324460,324,0,4,1,0,1
324470,324,0,4,0,3,1
324480,324,0,4,1,1,1
324490,324,0,4,0,4,1
324500,324,0,4,1,2,1
324510,324,1,0,0,0,1
324520,324,0,4,1,3,1
